s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Pb1","Pb1-Pb2","Pb2","Pb3","Pb3-Pb4","Pb4","AHF","AHF-Extra","ACF","ACF-Extra","ACF-Extra2","FHF","FHF-Extra","FHF-Extra2","FCF","FCF-Extra"
 4.7376152E+003, 4.3045582E+002, 6.4795934E+002, 9.6682246E+002, 8.8449624E+001, 4.0083659E+001, 3.0066504E+001, 2.7843122E+002, 2.7843122E+002, 1.3984506E+002, 1.3984506E+002, 1.3984506E+002, 6.8293871E+002, 6.8293871E+002, 6.8293871E+002, 2.6638643E+002, 2.6638643E+002
 4.7520041E+003, 4.3944014E+002, 6.4987848E+002, 9.6746604E+002, 9.2395759E+001, 4.0400975E+001, 3.0182309E+001, 2.8635003E+002, 2.8635003E+002, 1.4600117E+002, 1.4600117E+002, 1.4600117E+002, 7.0157629E+002, 7.0157629E+002, 7.0157629E+002, 2.9769727E+002, 2.9769727E+002
 4.7664042E+003, 4.4781445E+002, 6.5180824E+002, 9.6868375E+002, 9.6226119E+001, 4.0747726E+001, 3.0300533E+001, 2.9397552E+002, 2.9397552E+002, 1.5214326E+002, 1.5214326E+002, 1.5214326E+002, 7.1224262E+002, 7.1224262E+002, 7.1224262E+002, 3.2551406E+002, 3.2551406E+002
 4.7808091E+003, 4.5552361E+002, 6.5375868E+002, 9.6957991E+002, 9.9736848E+001, 4.1127003E+001, 3.0421636E+001, 3.0132387E+002, 3.0132387E+002, 1.5814725E+002, 1.5814725E+002, 1.5814725E+002, 7.1873255E+002, 7.1873255E+002, 7.1873255E+002, 3.4932222E+002, 3.4932222E+002
 4.7952082E+003, 4.6283236E+002, 6.5573630E+002, 9.7033289E+002, 1.0312918E+002, 4.1540163E+001, 3.0546016E+001, 3.0829869E+002, 3.0829869E+002, 1.6396744E+002, 1.6396744E+002, 1.6396744E+002, 7.2323377E+002, 7.2323377E+002, 7.2323377E+002, 3.6987844E+002, 3.6987844E+002
 4.8096116E+003, 4.6962433E+002, 6.5774643E+002, 9.7037852E+002, 1.0627028E+002, 4.1987710E+001, 3.0674211E+001, 3.1483585E+002, 3.1483585E+002, 1.6960344E+002, 1.6960344E+002, 1.6960344E+002, 7.2710107E+002, 7.2710107E+002, 7.2710107E+002, 3.8674278E+002, 3.8674278E+002
 4.8240129E+003, 4.7610686E+002, 6.5979180E+002, 9.7099269E+002, 1.0941640E+002, 4.2469328E+001, 3.0806855E+001, 3.2109757E+002, 3.2109757E+002, 1.7511457E+002, 1.7511457E+002, 1.7511457E+002, 7.3009313E+002, 7.3009313E+002, 7.3009313E+002, 4.0092354E+002, 4.0092354E+002
 4.8384111E+003, 4.8219544E+002, 6.6187203E+002, 9.7145350E+002, 1.1236519E+002, 4.2983862E+001, 3.0944552E+001, 3.2693738E+002, 3.2693738E+002, 1.8048686E+002, 1.8048686E+002, 1.8048686E+002, 7.3221007E+002, 7.3221007E+002, 7.3221007E+002, 4.1240122E+002, 4.1240122E+002
 4.8528051E+003, 4.8793790E+002, 6.6398693E+002, 9.7187240E+002, 1.1517262E+002, 4.3529621E+001, 3.1087951E+001, 3.3247204E+002, 3.3247204E+002, 1.8555229E+002, 1.8555229E+002, 1.8555229E+002, 7.3385501E+002, 7.3385501E+002, 7.3385501E+002, 4.2183124E+002, 4.2183124E+002
 4.8672106E+003, 4.9343803E+002, 6.6613652E+002, 9.7286951E+002, 1.1766473E+002, 4.4104682E+001, 3.1237759E+001, 3.3772094E+002, 3.3772094E+002, 1.9037371E+002, 1.9037371E+002, 1.9037371E+002, 7.3518031E+002, 7.3518031E+002, 7.3518031E+002, 4.2960051E+002, 4.2960051E+002
 4.8816107E+003, 4.9869373E+002, 6.6831975E+002, 9.7276690E+002, 1.1987848E+002, 4.4706506E+001, 3.1394574E+001, 3.4269179E+002, 3.4269179E+002, 1.9489920E+002, 1.9489920E+002, 1.9489920E+002, 7.3649351E+002, 7.3649351E+002, 7.3649351E+002, 4.3617142E+002, 4.3617142E+002
 4.8960058E+003, 5.0363745E+002, 6.7053379E+002, 9.7375622E+002, 1.2200101E+002, 4.5331963E+001, 3.1558864E+001, 3.4739175E+002, 3.4739175E+002, 1.9931634E+002, 1.9931634E+002, 1.9931634E+002, 7.3796588E+002, 7.3796588E+002, 7.3796588E+002, 4.4203437E+002, 4.4203437E+002
 4.9104086E+003, 5.0839327E+002, 6.7277681E+002, 9.7452896E+002, 1.2403828E+002, 4.5978463E+001, 3.1731173E+001, 3.5184361E+002, 3.5184361E+002, 2.0343365E+002, 2.0343365E+002, 2.0343365E+002, 7.3956654E+002, 7.3956654E+002, 7.3956654E+002, 4.4683517E+002, 4.4683517E+002
 4.9248071E+003, 5.1290210E+002, 6.7504777E+002, 9.7470189E+002, 1.2594528E+002, 4.6643264E+001, 3.1911905E+001, 3.5604226E+002, 3.5604226E+002, 2.0728706E+002, 2.0728706E+002, 2.0728706E+002, 7.4135753E+002, 7.4135753E+002, 7.4135753E+002, 4.5108982E+002, 4.5108982E+002
 4.9392046E+003, 5.1712491E+002, 6.7734386E+002, 9.7490238E+002, 1.2781316E+002, 4.7323569E+001, 3.2101324E+001, 3.6000443E+002, 3.6000443E+002, 2.1107176E+002, 2.1107176E+002, 2.1107176E+002, 7.4312437E+002, 7.4312437E+002, 7.4312437E+002, 4.5511236E+002, 4.5511236E+002
 4.9536170E+003, 5.2115113E+002, 6.7966265E+002, 9.7576367E+002, 1.2963834E+002, 4.8017201E+001, 3.2299784E+001, 3.6373534E+002, 3.6373534E+002, 2.1451658E+002, 2.1451658E+002, 2.1451658E+002, 7.4499791E+002, 7.4499791E+002, 7.4499791E+002, 4.5868780E+002, 4.5868780E+002
 4.9680128E+003, 5.2525935E+002, 6.8199945E+002, 9.7648440E+002, 1.3136863E+002, 4.8720833E+001, 3.2507325E+001, 3.6734968E+002, 3.6734968E+002, 2.1791076E+002, 2.1791076E+002, 2.1791076E+002, 7.4716212E+002, 7.4716212E+002, 7.4716212E+002, 4.6196828E+002, 4.6196828E+002
 4.9824033E+003, 5.2913789E+002, 6.8435099E+002, 9.7719276E+002, 1.3300956E+002, 4.9431124E+001, 3.2723845E+001, 3.7080559E+002, 3.7080559E+002, 2.2103387E+002, 2.2103387E+002, 2.2103387E+002, 7.4938388E+002, 7.4938388E+002, 7.4938388E+002, 4.6508986E+002, 4.6508986E+002
 4.9968034E+003, 5.3272654E+002, 6.8671761E+002, 9.7733707E+002, 1.3462577E+002, 5.0146240E+001, 3.2949503E+001, 3.7410193E+002, 3.7410193E+002, 2.2423088E+002, 2.2423088E+002, 2.2423088E+002, 7.5156754E+002, 7.5156754E+002, 7.5156754E+002, 4.6796425E+002, 4.6796425E+002
 5.0112054E+003, 5.3619981E+002, 6.8909765E+002, 9.7784212E+002, 1.3623252E+002, 5.0864237E+001, 3.3184249E+001, 3.7727721E+002, 3.7727721E+002, 2.2722235E+002, 2.2722235E+002, 2.2722235E+002, 7.5347731E+002, 7.5347731E+002, 7.5347731E+002, 4.7047599E+002, 4.7047599E+002
 5.0256062E+003, 5.3956558E+002, 6.9148719E+002, 9.7802635E+002, 1.3775935E+002, 5.1583084E+001, 3.3427819E+001, 3.8032845E+002, 3.8032845E+002, 2.3010995E+002, 2.3010995E+002, 2.3010995E+002, 7.5492526E+002, 7.5492526E+002, 7.5492526E+002, 4.7297274E+002, 4.7297274E+002
 5.0400171E+003, 5.4282375E+002, 6.9388385E+002, 9.7885446E+002, 1.3928983E+002, 5.2301515E+001, 3.3680034E+001, 3.8321999E+002, 3.8321999E+002, 2.3275280E+002, 2.3275280E+002, 2.3275280E+002, 7.5643457E+002, 7.5643457E+002, 7.5643457E+002, 4.7553353E+002, 4.7553353E+002
 5.0544065E+003, 5.4607589E+002, 6.9628295E+002, 9.7925174E+002, 1.4081920E+002, 5.3017819E+001, 3.3940405E+001, 3.8605329E+002, 3.8605329E+002, 2.3516239E+002, 2.3516239E+002, 2.3516239E+002, 7.5762412E+002, 7.5762412E+002, 7.5762412E+002, 4.7762294E+002, 4.7762294E+002
 5.0688146E+003, 5.4918604E+002, 6.9868395E+002, 9.8009564E+002, 1.4237035E+002, 5.3731244E+001, 3.4208658E+001, 3.8875122E+002, 3.8875122E+002, 2.3755338E+002, 2.3755338E+002, 2.3755338E+002, 7.5888984E+002, 7.5888984E+002, 7.5888984E+002, 4.7955003E+002, 4.7955003E+002
 5.0832061E+003, 5.5212921E+002, 7.0108578E+002, 9.8069991E+002, 1.4391654E+002, 5.4441158E+001, 3.4484448E+001, 3.9133408E+002, 3.9133408E+002, 2.3984900E+002, 2.3984900E+002, 2.3984900E+002, 7.5970627E+002, 7.5970627E+002, 7.5970627E+002, 4.8165408E+002, 4.8165408E+002
 5.0976128E+003, 5.5486551E+002, 7.0348679E+002, 9.8102862E+002, 1.4544981E+002, 5.5146888E+001, 3.4767331E+001, 3.9380380E+002, 3.9380380E+002, 2.4207884E+002, 2.4207884E+002, 2.4207884E+002, 7.6064446E+002, 7.6064446E+002, 7.6064446E+002, 4.8362326E+002, 4.8362326E+002
 5.1120150E+003, 5.5770768E+002, 7.0589018E+002, 9.8153046E+002, 1.4695390E+002, 5.5848272E+001, 3.5056995E+001, 3.9618259E+002, 3.9618259E+002, 2.4419019E+002, 2.4419019E+002, 2.4419019E+002, 7.6176106E+002, 7.6176106E+002, 7.6176106E+002, 4.8547220E+002, 4.8547220E+002
 5.1264116E+003, 5.6048526E+002, 7.0831434E+002, 9.8212117E+002, 1.4849969E+002, 5.6544469E+001, 3.5352790E+001, 3.9854774E+002, 3.9854774E+002, 2.4628159E+002, 2.4628159E+002, 2.4628159E+002, 7.6255533E+002, 7.6255533E+002, 7.6255533E+002, 4.8715259E+002, 4.8715259E+002
 5.1408007E+003, 5.6313648E+002, 7.1076493E+002, 9.8264281E+002, 1.5009804E+002, 5.7235148E+001, 3.5654238E+001, 4.0085537E+002, 4.0085537E+002, 2.4829705E+002, 2.4829705E+002, 2.4829705E+002, 7.6320813E+002, 7.6320813E+002, 7.6320813E+002, 4.8887983E+002, 4.8887983E+002
 5.1552186E+003, 5.6562700E+002, 7.1324332E+002, 9.8293425E+002, 1.5167958E+002, 5.7920940E+001, 3.5961260E+001, 4.0303753E+002, 4.0303753E+002, 2.5016008E+002, 2.5016008E+002, 2.5016008E+002, 7.6404355E+002, 7.6404355E+002, 7.6404355E+002, 4.9083211E+002, 4.9083211E+002
 5.1696023E+003, 5.6801436E+002, 7.1574358E+002, 9.8353213E+002, 1.5329209E+002, 5.8601035E+001, 3.6273133E+001, 4.0508581E+002, 4.0508581E+002, 2.5199104E+002, 2.5199104E+002, 2.5199104E+002, 7.6471866E+002, 7.6471866E+002, 7.6471866E+002, 4.9231162E+002, 4.9231162E+002
 5.1840099E+003, 5.7037530E+002, 7.1826139E+002, 9.8406118E+002, 1.5487541E+002, 5.9275083E+001, 3.6589381E+001, 4.0713678E+002, 4.0713678E+002, 2.5366642E+002, 2.5366642E+002, 2.5366642E+002, 7.6551843E+002, 7.6551843E+002, 7.6551843E+002, 4.9379396E+002, 4.9379396E+002
 5.1984119E+003, 5.7273900E+002, 7.2079675E+002, 9.8415446E+002, 1.5648172E+002, 5.9943538E+001, 3.6909900E+001, 4.0916226E+002, 4.0916226E+002, 2.5531598E+002, 2.5531598E+002, 2.5531598E+002, 7.6642897E+002, 7.6642897E+002, 7.6642897E+002, 4.9541601E+002, 4.9541601E+002
 5.2128072E+003, 5.7493000E+002, 7.2334250E+002, 9.8476112E+002, 1.5809645E+002, 6.0605508E+001, 3.7233946E+001, 4.1110917E+002, 4.1110917E+002, 2.5704808E+002, 2.5704808E+002, 2.5704808E+002, 7.6722298E+002, 7.6722298E+002, 7.6722298E+002, 4.9697261E+002, 4.9697261E+002
 5.2272112E+003, 5.7710845E+002, 7.2589597E+002, 9.8519344E+002, 1.5969570E+002, 6.1261201E+001, 3.7561295E+001, 4.1294555E+002, 4.1294555E+002, 2.5859650E+002, 2.5859650E+002, 2.5859650E+002, 7.6831376E+002, 7.6831376E+002, 7.6831376E+002, 4.9821363E+002, 4.9821363E+002
 5.2416074E+003, 5.7931781E+002, 7.2845437E+002, 9.8507014E+002, 1.6129171E+002, 6.1910510E+001, 3.7891552E+001, 4.1474717E+002, 4.1474717E+002, 2.6013636E+002, 2.6013636E+002, 2.6013636E+002, 7.6886021E+002, 7.6886021E+002, 7.6886021E+002, 4.9985898E+002, 4.9985898E+002
 5.2560128E+003, 5.8132518E+002, 7.3101371E+002, 9.8584907E+002, 1.6285343E+002, 6.2553399E+001, 3.8224365E+001, 4.1656258E+002, 4.1656258E+002, 2.6169516E+002, 2.6169516E+002, 2.6169516E+002, 7.6945055E+002, 7.6945055E+002, 7.6945055E+002, 5.0133087E+002, 5.0133087E+002
 5.2704197E+003, 5.8344720E+002, 7.3357084E+002, 9.8625897E+002, 1.6442971E+002, 6.3190063E+001, 3.8559498E+001, 4.1828114E+002, 4.1828114E+002, 2.6321091E+002, 2.6321091E+002, 2.6321091E+002, 7.7050640E+002, 7.7050640E+002, 7.7050640E+002, 5.0268607E+002, 5.0268607E+002
 5.2848099E+003, 5.8539078E+002, 7.3612209E+002, 9.8688289E+002, 1.6600155E+002, 6.3819941E+001, 3.8896315E+001, 4.2001188E+002, 4.2001188E+002, 2.6464359E+002, 2.6464359E+002, 2.6464359E+002, 7.7054690E+002, 7.7054690E+002, 7.7054690E+002, 5.0393277E+002, 5.0393277E+002
 5.2992117E+003, 5.8724598E+002, 7.3866699E+002, 9.8732237E+002, 1.6761026E+002, 6.4443285E+001, 3.9234619E+001, 4.2169158E+002, 4.2169158E+002, 2.6611269E+002, 2.6611269E+002, 2.6611269E+002, 7.7134673E+002, 7.7134673E+002, 7.7134673E+002, 5.0524757E+002, 5.0524757E+002
 5.3136096E+003, 5.8916925E+002, 7.4120531E+002, 9.8791039E+002, 1.6924435E+002, 6.5060404E+001, 3.9574257E+001, 4.2333895E+002, 4.2333895E+002, 2.6743364E+002, 2.6743364E+002, 2.6743364E+002, 7.7218798E+002, 7.7218798E+002, 7.7218798E+002, 5.0657197E+002, 5.0657197E+002
 5.3280130E+003, 5.9123619E+002, 7.4373539E+002, 9.8816693E+002, 1.7086991E+002, 6.5671215E+001, 3.9914879E+001, 4.2489365E+002, 4.2489365E+002, 2.6864511E+002, 2.6864511E+002, 2.6864511E+002, 7.7300625E+002, 7.7300625E+002, 7.7300625E+002, 5.0801976E+002, 5.0801976E+002
 5.3424065E+003, 5.9305896E+002, 7.4625479E+002, 9.8868378E+002, 1.7245463E+002, 6.6275457E+001, 4.0256142E+001, 4.2643207E+002, 4.2643207E+002, 2.6999927E+002, 2.6999927E+002, 2.6999927E+002, 7.7352717E+002, 7.7352717E+002, 7.7352717E+002, 5.0929883E+002, 5.0929883E+002
 5.3568059E+003, 5.9472460E+002, 7.4876130E+002, 9.8888779E+002, 1.7407977E+002, 6.6871534E+001, 4.0597799E+001, 4.2793710E+002, 4.2793710E+002, 2.7130120E+002, 2.7130120E+002, 2.7130120E+002, 7.7439595E+002, 7.7439595E+002, 7.7439595E+002, 5.1064043E+002, 5.1064043E+002
 5.3712097E+003, 5.9648167E+002, 7.5125419E+002, 9.8918791E+002, 1.7578083E+002, 6.7458844E+001, 4.0939775E+001, 4.2941337E+002, 4.2941337E+002, 2.7250988E+002, 2.7250988E+002, 2.7250988E+002, 7.7508291E+002, 7.7508291E+002, 7.7508291E+002, 5.1197629E+002, 5.1197629E+002
 5.3856147E+003, 5.9807051E+002, 7.5372963E+002, 9.9024623E+002, 1.7748464E+002, 6.8037396E+001, 4.1281768E+001, 4.3082961E+002, 4.3082961E+002, 2.7386478E+002, 2.7386478E+002, 2.7386478E+002, 7.7567541E+002, 7.7567541E+002, 7.7567541E+002, 5.1320276E+002, 5.1320276E+002
 5.4000018E+003, 5.9976737E+002, 7.5618612E+002, 9.9054943E+002, 1.7919232E+002, 6.8607014E+001, 4.1623277E+001, 4.3226099E+002, 4.3226099E+002, 2.7520272E+002, 2.7520272E+002, 2.7520272E+002, 7.7640699E+002, 7.7640699E+002, 7.7640699E+002, 5.1455606E+002, 5.1455606E+002
 5.4144180E+003, 6.0140175E+002, 7.5862648E+002, 9.9099791E+002, 1.8102164E+002, 6.9168575E+001, 4.1964386E+001, 4.3369861E+002, 4.3369861E+002, 2.7653836E+002, 2.7653836E+002, 2.7653836E+002, 7.7671421E+002, 7.7671421E+002, 7.7671421E+002, 5.1580539E+002, 5.1580539E+002
 5.4288008E+003, 6.0302334E+002, 7.6104808E+002, 9.9153889E+002, 1.8283822E+002, 6.9722142E+001, 4.2304686E+001, 4.3513584E+002, 4.3513584E+002, 2.7770479E+002, 2.7770479E+002, 2.7770479E+002, 7.7722568E+002, 7.7722568E+002, 7.7722568E+002, 5.1714733E+002, 5.1714733E+002
 5.4432124E+003, 6.0453943E+002, 7.6345000E+002, 9.9194697E+002, 1.8468905E+002, 7.0268065E+001, 4.2643947E+001, 4.3650597E+002, 4.3650597E+002, 2.7893946E+002, 2.7893946E+002, 2.7893946E+002, 7.7822326E+002, 7.7822326E+002, 7.7822326E+002, 5.1847020E+002, 5.1847020E+002
 5.4576046E+003, 6.0609480E+002, 7.6583261E+002, 9.9248064E+002, 1.8667974E+002, 7.0807008E+001, 4.2982141E+001, 4.3783823E+002, 4.3783823E+002, 2.8009256E+002, 2.8009256E+002, 2.8009256E+002, 7.7868333E+002, 7.7868333E+002, 7.7868333E+002, 5.1962351E+002, 5.1962351E+002
 5.4720184E+003, 6.0752155E+002, 7.6819376E+002, 9.9298889E+002, 1.8875464E+002, 7.1339188E+001, 4.3318982E+001, 4.3910650E+002, 4.3910650E+002, 2.8132944E+002, 2.8132944E+002, 2.8132944E+002, 7.7930840E+002, 7.7930840E+002, 7.7930840E+002, 5.2086617E+002, 5.2086617E+002
 5.4864107E+003, 6.0895305E+002, 7.7053313E+002, 9.9314404E+002, 1.9088130E+002, 7.1864917E+001, 4.3654288E+001, 4.4039105E+002, 4.4039105E+002, 2.8245181E+002, 2.8245181E+002, 2.8245181E+002, 7.8020259E+002, 7.8020259E+002, 7.8020259E+002, 5.2210021E+002, 5.2210021E+002
 5.5008001E+003, 6.1045440E+002, 7.7284707E+002, 9.9383595E+002, 1.9307870E+002, 7.2384055E+001, 4.3987608E+001, 4.4164848E+002, 4.4164848E+002, 2.8353609E+002, 2.8353609E+002, 2.8353609E+002, 7.8082822E+002, 7.8082822E+002, 7.8082822E+002, 5.2321214E+002, 5.2321214E+002
 5.5152137E+003, 6.1195158E+002, 7.7513763E+002, 9.9419851E+002, 1.9527732E+002, 7.2897744E+001, 4.4319350E+001, 4.4294347E+002, 4.4294347E+002, 2.8482426E+002, 2.8482426E+002, 2.8482426E+002, 7.8156362E+002, 7.8156362E+002, 7.8156362E+002, 5.2419253E+002, 5.2419253E+002
 5.5296083E+003, 6.1320404E+002, 7.7740355E+002, 9.9453415E+002, 1.9723654E+002, 7.3405954E+001, 4.4649196E+001, 4.4416578E+002, 4.4416578E+002, 2.8605945E+002, 2.8605945E+002, 2.8605945E+002, 7.8224206E+002, 7.8224206E+002, 7.8224206E+002, 5.2551674E+002, 5.2551674E+002
 5.5440102E+003, 6.1456192E+002, 7.7964242E+002, 9.9487390E+002, 1.9906416E+002, 7.3908632E+001, 4.4976857E+001, 4.4539853E+002, 4.4539853E+002, 2.8726402E+002, 2.8726402E+002, 2.8726402E+002, 7.8259608E+002, 7.8259608E+002, 7.8259608E+002, 5.2681085E+002, 5.2681085E+002
 5.5584150E+003, 6.1591061E+002, 7.8185429E+002, 9.9562632E+002, 2.0074773E+002, 7.4406370E+001, 4.5302488E+001, 4.4661644E+002, 4.4661644E+002, 2.8848540E+002, 2.8848540E+002, 2.8848540E+002, 7.8310318E+002, 7.8310318E+002, 7.8310318E+002, 5.2803957E+002, 5.2803957E+002
 5.5728105E+003, 6.1718126E+002, 7.8403909E+002, 9.9597801E+002, 2.0251967E+002, 7.4899064E+001, 4.5625824E+001, 4.4781420E+002, 4.4781420E+002, 2.8960603E+002, 2.8960603E+002, 2.8960603E+002, 7.8368418E+002, 7.8368418E+002, 7.8368418E+002, 5.2913768E+002, 5.2913768E+002
 5.5872038E+003, 6.1847336E+002, 7.8619641E+002, 9.9641130E+002, 2.0431015E+002, 7.5386803E+001, 4.5946754E+001, 4.4901416E+002, 4.4901416E+002, 2.9069901E+002, 2.9069901E+002, 2.9069901E+002, 7.8418876E+002, 7.8418876E+002, 7.8418876E+002, 5.3033196E+002, 5.3033196E+002
 5.6016204E+003, 6.1974899E+002, 7.8832818E+002, 9.9692026E+002, 2.0601372E+002, 7.5870253E+001, 4.6265571E+001, 4.5019862E+002, 4.5019862E+002, 2.9184643E+002, 2.9184643E+002, 2.9184643E+002, 7.8486308E+002, 7.8486308E+002, 7.8486308E+002, 5.3131465E+002, 5.3131465E+002
 5.6160171E+003, 6.2098248E+002, 7.9043319E+002, 9.9748401E+002, 2.0772140E+002, 7.6349236E+001, 4.6582050E+001, 4.5133879E+002, 4.5133879E+002, 2.9296842E+002, 2.9296842E+002, 2.9296842E+002, 7.8519256E+002, 7.8519256E+002, 7.8519256E+002, 5.3247614E+002, 5.3247614E+002
 5.6304215E+003, 6.2218059E+002, 7.9251039E+002, 9.9794986E+002, 2.0959009E+002, 7.6823581E+001, 4.6895971E+001, 4.5248337E+002, 4.5248337E+002, 2.9400681E+002, 2.9400681E+002, 2.9400681E+002, 7.8563668E+002, 7.8563668E+002, 7.8563668E+002, 5.3372931E+002, 5.3372931E+002
 5.6448104E+003, 6.2338683E+002, 7.9456063E+002, 9.9820377E+002, 2.1137806E+002, 7.7293455E+001, 4.7207363E+001, 4.5360476E+002, 4.5360476E+002, 2.9516270E+002, 2.9516270E+002, 2.9516270E+002, 7.8631944E+002, 7.8631944E+002, 7.8631944E+002, 5.3478122E+002, 5.3478122E+002
 5.6592110E+003, 6.2455919E+002, 7.9658306E+002, 9.9885105E+002, 2.1322449E+002, 7.7759004E+001, 4.7516247E+001, 4.5469006E+002, 4.5469006E+002, 2.9629292E+002, 2.9629292E+002, 2.9629292E+002, 7.8707947E+002, 7.8707947E+002, 7.8707947E+002, 5.3585118E+002, 5.3585118E+002
 5.6736218E+003, 6.2564065E+002, 7.9857955E+002, 9.9929599E+002, 2.1533611E+002, 7.8220717E+001, 4.7822876E+001, 4.5577644E+002, 4.5577644E+002, 2.9740659E+002, 2.9740659E+002, 2.9740659E+002, 7.8753715E+002, 7.8753715E+002, 7.8753715E+002, 5.3688333E+002, 5.3688333E+002
 5.6880136E+003, 6.2673131E+002, 8.0054842E+002, 9.9953408E+002, 2.1756234E+002, 7.8678178E+001, 4.8126917E+001, 4.5686988E+002, 4.5686988E+002, 2.9851399E+002, 2.9851399E+002, 2.9851399E+002, 7.8771904E+002, 7.8771904E+002, 7.8771904E+002, 5.3805802E+002, 5.3805802E+002
 5.7024146E+003, 6.2786207E+002, 8.0248877E+002, 9.9995242E+002, 2.1969541E+002, 7.9131438E+001, 4.8428346E+001, 4.5792612E+002, 4.5792612E+002, 2.9971369E+002, 2.9971369E+002, 2.9971369E+002, 7.8821113E+002, 7.8821113E+002, 7.8821113E+002, 5.3914236E+002, 5.3914236E+002
 5.7168000E+003, 6.2896918E+002, 8.0440010E+002, 1.0006613E+003, 2.2231120E+002, 7.9580636E+001, 4.8727200E+001, 4.5899081E+002, 4.5899081E+002, 3.0081397E+002, 3.0081397E+002, 3.0081397E+002, 7.8885006E+002, 7.8885006E+002, 7.8885006E+002, 5.4007683E+002, 5.4007683E+002
 5.7312041E+003, 6.3006104E+002, 8.0628351E+002, 1.0011676E+003, 2.2510189E+002, 8.0026007E+001, 4.9023573E+001, 4.6002164E+002, 4.6002164E+002, 3.0187040E+002, 3.0187040E+002, 3.0187040E+002, 7.8965433E+002, 7.8965433E+002, 7.8965433E+002, 5.4104691E+002, 5.4104691E+002
 5.7456009E+003, 6.3104259E+002, 8.0814136E+002, 1.0016189E+003, 2.2837747E+002, 8.0467772E+001, 4.9317554E+001, 4.6107617E+002, 4.6107617E+002, 3.0291070E+002, 3.0291070E+002, 3.0291070E+002, 7.8999189E+002, 7.8999189E+002, 7.8999189E+002, 5.4207280E+002, 5.4207280E+002
 5.7600186E+003, 6.3202506E+002, 8.0997429E+002, 1.0019645E+003, 2.3149296E+002, 8.0906061E+001, 4.9609164E+001, 4.6201864E+002, 4.6201864E+002, 3.0397110E+002, 3.0397110E+002, 3.0397110E+002, 7.9060332E+002, 7.9060332E+002, 7.9060332E+002, 5.4304622E+002, 5.4304622E+002
 5.7744007E+003, 6.3309791E+002, 8.1178003E+002, 1.0024790E+003, 2.3401477E+002, 8.1340443E+001, 4.9898125E+001, 4.6298814E+002, 4.6298814E+002, 3.0505309E+002, 3.0505309E+002, 3.0505309E+002, 7.9124886E+002, 7.9124886E+002, 7.9124886E+002, 5.4410499E+002, 5.4410499E+002
 5.7888124E+003, 6.3403697E+002, 8.1356026E+002, 1.0030344E+003, 2.3621439E+002, 8.1771067E+001, 5.0184534E+001, 4.6395447E+002, 4.6395447E+002, 3.0611579E+002, 3.0611579E+002, 3.0611579E+002, 7.9173523E+002, 7.9173523E+002, 7.9173523E+002, 5.4497017E+002, 5.4497017E+002
 5.8032148E+003, 6.3508850E+002, 8.1532096E+002, 1.0035506E+003, 2.3824395E+002, 8.2198479E+001, 5.0468665E+001, 4.6492440E+002, 4.6492440E+002, 3.0719827E+002, 3.0719827E+002, 3.0719827E+002, 7.9247829E+002, 7.9247829E+002, 7.9247829E+002, 5.4585937E+002, 5.4585937E+002
 5.8176156E+003, 6.3603785E+002, 8.1706169E+002, 1.0039096E+003, 2.4005656E+002, 8.2622385E+001, 5.0750219E+001, 4.6586060E+002, 4.6586060E+002, 3.0834012E+002, 3.0834012E+002, 3.0834012E+002, 7.9336496E+002, 7.9336496E+002, 7.9336496E+002, 5.4686898E+002, 5.4686898E+002
 5.8320071E+003, 6.3703000E+002, 8.1878198E+002, 1.0043561E+003, 2.4177922E+002, 8.3042967E+001, 5.1029216E+001, 4.6683452E+002, 4.6683452E+002, 3.0939883E+002, 3.0939883E+002, 3.0939883E+002, 7.9385564E+002, 7.9385564E+002, 7.9385564E+002, 5.4776433E+002, 5.4776433E+002
 5.8464159E+003, 6.3795805E+002, 8.2048247E+002, 1.0046581E+003, 2.4351351E+002, 8.3460661E+001, 5.1305854E+001, 4.6778550E+002, 4.6778550E+002, 3.1049022E+002, 3.1049022E+002, 3.1049022E+002, 7.9402215E+002, 7.9402215E+002, 7.9402215E+002, 5.4878107E+002, 5.4878107E+002
 5.8608090E+003, 6.3893144E+002, 8.2216144E+002, 1.0049229E+003, 2.4516871E+002, 8.3875541E+001, 5.1580091E+001, 4.6867204E+002, 4.6867204E+002, 3.1146452E+002, 3.1146452E+002, 3.1146452E+002, 7.9439678E+002, 7.9439678E+002, 7.9439678E+002, 5.4974380E+002, 5.4974380E+002
 5.8752052E+003, 6.3983944E+002, 8.2381713E+002, 1.0053538E+003, 2.4697278E+002, 8.4287530E+001, 5.1851815E+001, 4.6959860E+002, 4.6959860E+002, 3.1244651E+002, 3.1244651E+002, 3.1244651E+002, 7.9487321E+002, 7.9487321E+002, 7.9487321E+002, 5.5072049E+002, 5.5072049E+002
 5.8896154E+003, 6.4076124E+002, 8.2544948E+002, 1.0057295E+003, 2.4856786E+002, 8.4697170E+001, 5.2121334E+001, 4.7051914E+002, 4.7051914E+002, 3.1334102E+002, 3.1334102E+002, 3.1334102E+002, 7.9545113E+002, 7.9545113E+002, 7.9545113E+002, 5.5168896E+002, 5.5168896E+002
