TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),LVDT12 - 50mm_Stud1_Axial_(mm),LVDT12 - 50mm_Stud2_Axial_(mm),LVDT12 - 50mm_Stud3_Axial_(mm),LVDT12 - 50mm_Stud4_Axial_(mm),LVDT Type 100mm_Stud2_Top_(mm),LVDT Type 100mm_Stud2_Mid_(mm),LVDT Type 100mm_Stud2_Bottom_(mm),LVDT Type 100mm_Stud3_Top_(mm),LVDT Type 100mm_Stud3_Mid_(mm),LVDT Type 100mm_Stud3_Bottom_(mm)
12:37:30.194 PM 13/03/2018,0.001545,-0.037765,-0.029555,0.004926,0.007389,-0.009852,0.004926,-0.013136,-0.006568,-0.016420,0.004926
12:37:31.196 PM 13/03/2018,-0.007946,-0.003284,-0.006568,0.000000,0.001642,-0.001642,0.000000,-0.003284,0.000000,-0.003284,0.000000
12:37:32.198 PM 13/03/2018,0.006401,-0.001642,0.000000,0.000000,0.001642,-0.003284,-0.003284,-0.003284,0.006568,0.000000,0.003284
12:37:33.199 PM 13/03/2018,-0.003973,-0.001642,-0.006568,0.001642,0.001642,0.003284,0.000000,-0.003284,-0.001642,0.000000,0.000000
12:37:34.204 PM 13/03/2018,-0.013243,-0.001642,-0.006568,0.001642,0.001642,0.006568,0.000000,-0.003284,0.003284,-0.003284,0.000000
12:37:35.206 PM 13/03/2018,-0.009049,0.003284,-0.004926,0.000000,-0.001642,0.000000,0.000000,-0.003284,0.006568,0.000000,0.003284
12:37:36.207 PM 13/03/2018,-0.002869,0.001642,-0.001642,0.000000,0.001642,0.000000,0.000000,-0.003284,0.003284,-0.003284,0.000000
12:37:37.209 PM 13/03/2018,-0.003311,0.001642,-0.011494,0.000000,0.001642,0.000000,0.000000,-0.003284,0.000000,0.000000,0.000000
12:37:38.214 PM 13/03/2018,-0.012581,-0.004926,-0.003284,0.001642,0.000000,-0.003284,0.000000,-0.003284,0.009852,-0.003284,0.000000
12:37:39.215 PM 13/03/2018,-0.006180,0.001642,-0.003284,0.000000,0.001642,-0.006568,-0.003284,-0.003284,0.003284,0.000000,0.000000
12:37:40.217 PM 13/03/2018,-0.013243,0.000000,-0.003284,-0.001642,0.001642,0.000000,0.000000,0.000000,0.009852,-0.003284,0.000000
12:37:41.224 PM 13/03/2018,-0.005959,-0.004926,-0.006568,0.000000,0.001642,-0.003284,0.000000,0.000000,0.000000,-0.003284,0.003284
12:37:42.230 PM 13/03/2018,-0.005739,0.000000,-0.009031,0.001642,0.001642,-0.003284,0.003284,-0.003284,0.003284,0.000000,0.003284
12:37:43.235 PM 13/03/2018,-0.009491,0.001642,-0.006568,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003284,-0.003284,0.000000
12:37:44.237 PM 13/03/2018,-0.009712,-0.001642,0.004926,0.001642,0.001642,0.006568,0.000000,0.000000,-0.003284,0.000000,0.003284
12:37:45.240 PM 13/03/2018,-0.007504,-0.004926,-0.006568,0.000000,0.001642,0.000000,0.000000,0.000000,-0.009852,-0.003284,0.003284
12:37:46.241 PM 13/03/2018,-0.008608,-0.003284,-0.007389,0.001642,0.001642,0.000000,0.000000,-0.003284,0.003284,-0.003284,0.003284
12:37:47.247 PM 13/03/2018,-0.008608,0.019704,0.008210,0.013957,0.024629,0.000000,0.000000,-0.003284,0.016420,0.000000,0.006568
12:37:48.248 PM 13/03/2018,-2.286397,0.060753,0.037765,0.041049,0.073888,0.003284,0.003284,-0.003284,0.013136,-0.003284,0.003284
12:37:49.254 PM 13/03/2018,-1.426708,0.068963,0.037765,0.044333,0.082098,0.000000,0.000000,-0.003284,0.011494,-0.003284,0.000000
12:37:50.256 PM 13/03/2018,-2.868867,0.180616,0.139567,0.106727,0.256146,0.000000,0.000000,-0.003284,0.019703,-0.006568,0.000000
12:37:51.262 PM 13/03/2018,-2.124392,0.187184,0.139567,0.105085,0.254504,-0.006568,0.000000,-0.006568,0.013136,-0.006568,0.003284
12:37:52.264 PM 13/03/2018,-3.550438,0.408850,0.321824,0.238084,0.596033,-0.003284,0.000000,-0.006568,0.018061,-0.022988,0.000000
12:37:53.266 PM 13/03/2018,-3.457737,0.446615,0.364516,0.256145,0.617378,0.003284,0.000000,-0.006568,0.019703,-0.029556,0.003284
12:37:54.268 PM 13/03/2018,-4.998335,0.512293,0.425268,0.307046,0.661711,0.000000,-0.003284,-0.009852,0.022987,-0.042692,0.006568
12:37:55.274 PM 13/03/2018,-4.058747,0.553343,0.463033,0.333317,0.687982,-0.003284,-0.003284,-0.006568,0.032839,-0.045976,0.006568
12:37:56.275 PM 13/03/2018,-4.973173,0.646935,0.554983,0.417057,0.761871,0.003284,-0.003284,-0.006568,0.029555,-0.052544,0.006568
12:37:57.277 PM 13/03/2018,-5.533130,0.738064,0.627230,0.464674,0.807846,0.003284,-0.003284,-0.009852,0.032839,-0.055828,0.006568
12:37:58.278 PM 13/03/2018,-5.665780,0.753663,0.656785,0.479451,0.819340,0.009852,-0.006568,-0.009852,0.022987,-0.055828,0.006568
12:37:59.285 PM 13/03/2018,-6.301001,0.970402,0.840685,0.632153,1.116535,0.003284,-0.009852,-0.009852,0.042691,-0.072248,0.006568
12:38:00.292 PM 13/03/2018,-6.653705,0.999958,0.881734,0.643647,1.128029,-0.003284,-0.013136,-0.009852,0.045975,-0.072248,0.009852
12:38:01.299 PM 13/03/2018,-7.582257,1.128031,0.988461,0.740522,1.223263,0.001642,-0.016420,-0.009852,0.039407,-0.075532,0.006568
12:38:02.304 PM 13/03/2018,-7.582257,1.211772,1.090263,0.880089,1.497471,0.006568,-0.016420,-0.009852,0.042691,-0.082100,0.006568
12:38:03.312 PM 13/03/2018,-8.795312,1.274166,1.167435,0.919496,1.530310,0.000000,-0.016420,-0.013136,0.045975,-0.082100,0.006568
12:38:04.319 PM 13/03/2018,-8.654275,1.400598,1.285657,1.027865,1.645248,0.006568,-0.026272,-0.009852,0.049259,-0.098520,0.006568
12:38:05.325 PM 13/03/2018,-9.875717,1.454783,1.333274,1.054136,1.666594,0.013136,-0.032840,-0.009852,0.042691,-0.114940,0.006568
12:38:06.326 PM 13/03/2018,-10.933830,1.566437,1.460526,1.173999,1.781531,0.003284,-0.055828,-0.013136,0.036123,-0.118224,0.006568
12:38:07.328 PM 13/03/2018,-10.828327,1.573005,1.474483,1.187135,1.789741,0.003284,-0.065680,-0.013136,0.045975,-0.114940,0.006568
12:38:08.336 PM 13/03/2018,-13.284455,1.728992,1.653457,1.417009,2.142764,0.016420,-0.131360,-0.019704,0.045975,-0.197041,0.006568
12:38:09.344 PM 13/03/2018,-13.086473,1.748695,1.678086,1.433428,2.164109,0.016420,-0.147780,-0.019704,0.045975,-0.206893,0.006568
12:38:10.345 PM 13/03/2018,-13.804021,1.784819,1.735555,1.471193,2.221578,0.018062,-0.151064,-0.022988,0.042691,-0.210177,0.006568
12:38:11.346 PM 13/03/2018,-13.804021,1.825868,1.793024,1.548365,2.257702,0.019703,-0.154348,-0.029556,0.049259,-0.210177,0.006568
12:38:12.348 PM 13/03/2018,-15.645676,1.870201,1.851314,1.595982,2.285615,0.016420,-0.160916,-0.045976,0.050901,-0.213461,0.003284
12:38:13.357 PM 13/03/2018,-16.852329,1.940806,1.963788,1.692858,2.407120,0.032839,-0.167484,-0.078816,0.055826,-0.236449,0.000000
12:38:14.359 PM 13/03/2018,-16.852329,1.947374,1.976103,1.701068,2.418614,0.032839,-0.167484,-0.082100,0.039407,-0.239733,0.003284
12:38:15.360 PM 13/03/2018,-18.151905,2.004843,2.060664,1.776598,2.469515,0.052543,-0.180620,-0.098520,0.049259,-0.269289,0.000000
12:38:16.366 PM 13/03/2018,-22.035625,2.078731,2.192022,1.889893,2.548330,0.065678,-0.236448,-0.101804,0.052543,-0.295561,0.000000
12:38:17.367 PM 13/03/2018,-20.346706,2.082015,2.201052,1.898103,2.554898,0.062394,-0.243016,-0.101804,0.045975,-0.300487,0.003284
12:38:18.376 PM 13/03/2018,-20.774673,2.082015,2.234713,1.924374,2.566391,0.068962,-0.246300,-0.101804,0.052543,-0.302129,0.000000
12:38:19.383 PM 13/03/2018,-20.769817,2.118139,2.285614,1.970349,2.607441,0.065678,-0.256152,-0.101804,0.052543,-0.302129,0.006568
12:38:20.386 PM 13/03/2018,-22.891119,2.172324,2.359502,2.141113,2.661626,0.082098,-0.269288,-0.101804,0.045975,-0.298845,0.000000
12:38:21.386 PM 13/03/2018,-22.891119,2.208447,2.407119,2.177236,2.701033,0.085382,-0.272572,-0.105088,0.052543,-0.298845,0.000000
12:38:22.387 PM 13/03/2018,-24.413839,2.236361,2.466230,2.213359,2.728946,0.088666,-0.279141,-0.121508,0.052543,-0.298845,0.000000
12:38:23.388 PM 13/03/2018,-24.234177,2.256064,2.489218,2.254408,2.740440,0.085382,-0.282425,-0.128076,0.049259,-0.295561,0.003284
12:38:24.389 PM 13/03/2018,-26.458553,2.313533,2.594304,2.328296,2.934192,0.091949,-0.295561,-0.157632,0.049259,-0.295561,0.000000
12:38:25.390 PM 13/03/2018,-26.722088,2.377570,2.669834,2.395616,3.037637,0.098517,-0.302129,-0.177336,0.042691,-0.295561,0.003284
12:38:26.391 PM 13/03/2018,-28.489140,2.464595,2.732229,2.449801,3.085253,0.108369,-0.311981,-0.200325,0.052543,-0.295561,0.000000
12:38:27.392 PM 13/03/2018,-28.489140,2.512212,2.766710,2.495776,3.124661,0.114937,-0.315265,-0.197041,0.055826,-0.295561,0.006568
12:38:28.393 PM 13/03/2018,-29.872587,2.533557,2.796266,2.515480,3.134513,0.108369,-0.321833,-0.197041,0.049259,-0.292277,0.009852
12:38:29.394 PM 13/03/2018,-32.037590,2.733878,2.922697,2.638627,3.223179,0.121505,-0.321833,-0.229881,0.045975,-0.266005,0.006568
12:38:30.395 PM 13/03/2018,-32.505287,2.770001,2.958820,2.651762,3.237957,0.114937,-0.318549,-0.239733,0.039407,-0.262721,0.003284
12:38:31.396 PM 13/03/2018,-34.613346,2.889865,3.032709,2.730576,3.287216,0.118221,-0.318549,-0.243017,0.036123,-0.256153,0.006568
12:38:32.398 PM 13/03/2018,-34.315823,2.880013,3.022857,2.733860,3.287216,0.118221,-0.318549,-0.246301,0.036123,-0.256153,0.003284
12:38:33.399 PM 13/03/2018,-34.147636,2.888223,3.022857,2.733860,3.287216,0.110011,-0.318549,-0.246301,0.045975,-0.256153,0.009852
